Name,Transliteration,Meaning,Gender,Language
พีระพล,Piraphon,Heroic strength,Male,Thai
ยุทธนา,Yutthana,Warrior,Male,Thai
วิรุฬห์,Wirun,Flourishing,Male,Thai
ทวีศักดิ์,Thawisak,Increasing power,Male,Thai
เกียรติศักดิ์,Kiatthasak,Honored power,Male,Thai
ศักดา,Sakda,"Power, authority",Male,Thai
พันธุ์เทพ,Phanthathep,Lineage of the gods,Male,Thai
จตุพล,Chatuphon,Fourfold strength,Male,Thai
ธรรมรักษ์,Thammarak,Protector of Dharma,Male,Thai
ธนภัทร,Thanaphat,Wealth and honor,Male,Thai
พีรพัฒน์,Pirapat,Heroic development,Male,Thai
มนัส,Manat,"Mind, heart",Male,Thai
กิตติพงษ์,Kittiphong,Famous lineage,Male,Thai
สุวัฒน์,Suwat,Progress,Male,Thai
ชัยวัฒน์,Chaiwat,Victorious development,Male,Thai
พิชิต,Phichit,Conqueror,Male,Thai
รัตนพล,Rattanapol,Gemstone power,Male,Thai
ธนานนท์,Thananon,Wealthy one,Male,Thai
อภิสิทธิ์,Apisit,Privileged,Male,Thai
ณัฐวุฒิ,Natthawut,Intellect and excellence,Male,Thai
ปณิธาน,Panithan,Determination,Male,Thai
ชินวัฒน์,Chinawat,Victorious strength,Male,Thai
ชัชพล,Chatphon,Strength of a warrior,Male,Thai
มงคลชัย,Mongkonchai,Auspicious victory,Male,Thai
เกรียงศักดิ์,Kriengsak,Powerful honor,Male,Thai
ทักษิณ,Thaksin,Southward,Male,Thai
วศิน,Wasin,Excellent,Male,Thai
สุทธิชัย,Sutthichai,Pure victory,Male,Thai
รัชชานนท์,Ratchanon,King of joy,Male,Thai
ปริญญา,Parinya,"Degree, wisdom",Male,Thai
พุทธพร,Phutthaphon,Blessing of Buddha,Male,Thai
ธีรพล,Thiraphon,Wise strength,Male,Thai
วิชัย,Wichai,Victory,Male,Thai
จิรายุ,Jirayut,"Enduring, lasting",Male,Thai
อัครเดช,Akkaratet,Supreme power,Male,Thai
พงศกร,Phongsakorn,Mighty lineage,Male,Thai
กิตติพงษ์,Kittipong,Renowned lineage,Male,Thai
มนัสชัย,Manat Chai,Victory of the heart,Male,Thai
ประวีณ,Praveen,"Skilled, accomplished",Male,Thai
อรพรรณ,Onrapan,Graceful lady,Female,Thai
สุพรรณี,Supannee,Beautiful gold,Female,Thai
กมล,Kamol,"Heart, lotus",Female,Thai
ชนิดา,Chanida,Intelligent woman,Female,Thai
รุจิรา,Ruchira,"Bright, shining",Female,Thai
สุชาดา,Suchada,Well-born,Female,Thai
อรนุช,Onnucha,Young lady,Female,Thai
วราภรณ์,Waraporn,Excellent adornment,Female,Thai
พัชรี,Patcharee,Moonstone,Female,Thai
กานดา,Kanda,Beloved,Female,Thai
อัมพร,Amphon,"Sky, heaven",Female,Thai
นิตยา,Nittaya,"Eternal, everlasting",Female,Thai
สุกัญญา,Sukanya,Good woman,Female,Thai
พิมพ์ใจ,Phimjai,Imprinted heart,Female,Thai
เบญจมาศ,Benjamart,Five-petaled flower,Female,Thai
จิราภา,Jirapa,Eternal splendor,Female,Thai
วิไลลักษณ์,Wilailak,Graceful appearance,Female,Thai
ดารารัตน์,Dararat,Precious star,Female,Thai
มณี,Mani,"Jewel, gem",Female,Thai
ปวีณา,Pavina,"Learned, wise",Female,Thai
วรรณภา,Wannapha,Radiant beauty,Female,Thai
อารีรัตน์,Arirat,Precious kindness,Female,Thai
พัชรี,Patcharee,Full moon,Female,Thai
ปรียานุช,Priyanuch,Loved one,Female,Thai
วารี,Wari,Water,Female,Thai
สุดารัตน์,Sudarat,Best among women,Female,Thai
วไลพร,Walaiwon,Beautiful blessing,Female,Thai
กัลยาณี,Kalyani,Virtuous woman,Female,Thai
อารดา,Arada,Beautiful,Female,Thai
พิมพ์ชนก,Phimchanok,Leader of beauty,Female,Thai
ศิริวรรณ,Siriwan,Glorious color,Female,Thai
กชกร,Kotchakorn,Lotus hand,Female,Thai
ภัทริกา,Pattarika,Pure,Female,Thai
ชลธิชา,Chonthicha,River goddess,Female,Thai
บุษกร,Bussakorn,Lotus blossom,Female,Thai
รัตนาวดี,Rattanawadee,Jewel of beauty,Female,Thai
ธิดารัตน์,Thidarat,Daughter of jewels,Female,Thai
ปาริฉัตร,Parichat,Celestial flower,Female,Thai
อริสา,Arisa,Noble lady,Female,Thai
ชุติมณฑน์,Chutimont,Crowned with beauty,Female,Thai
กมลวรรณ,Kamonwan,Heart of beauty,Female,Thai
พัณณิตา,Pannita,Learned woman,Female,Thai
วรางคณา,Warangkana,Charming lady,Female,Thai
มาริสา,Marisa,Of the sea,Female,Thai
รัชยา,Ratchaya,"Queenly, royal",Female,Thai
ลลิตา,Lalita,"Graceful, elegant",Female,Thai
ณัฐชา,Natthacha,Wise woman,Female,Thai
กนกวรรณ,Kanokwan,Golden beauty,Female,Thai
พรนภา,Phornnapha,Sky blessing,Female,Thai
พรทิพย์,Phonthip,Divine blessing,Female,Thai
จารุวรรณ,Charuwan,Beautiful jewel,Female,Thai
จิดาภา,Chidapha,Light of wisdom,Female,Thai
นันทนา,Nantana,"Happiness, joy",Female,Thai
ศิริพร,Siriphon,Glorious blessing,Female,Thai
ปัทมา,Pattama,Lotus flower,Female,Thai
ณิชารีย์,Nicharee,Full of grace,Female,Thai
นภัสวรรณ,Naphatsawan,Sky-colored beauty,Female,Thai
ดวงพร,Duangphon,Star blessing,Female,Thai
ศิรินันท์,Sirinant,Glorious joy,Female,Thai
ธัญญา,Tanya,"Rich, abundant",Female,Thai
ปณิตา,Panita,"Wise, intelligent",Female,Thai
อารยา,Araya,Noble lady,Female,Thai
จิตตรา,Chittra,Excellent mind,Female,Thai
วิมล,Wimon,Pure,Female,Thai
จิตรลดา,Chitlada,Delightful mind,Female,Thai
ดารินทร์,Darin,Starry night,Female,Thai
สาวิตรี,Sawitree,Good woman,Female,Thai
นิตยา,Nittaya,Eternal,Female,Thai
ลักขณา,Lakkhana,"Characteristic, charm",Female,Thai
สโรชา,Sarocha,Lovely and charming,Female,Thai
ทิพวรรณ,Thipwan,Divine beauty,Female,Thai
จิตติมา,Chittima,Great mind,Female,Thai
Ahmet,,Praiseworthy,Male,Turkish
Emre,,"Friend, brotherly",Male,Turkish
Barış,,Peace,Male,Turkish
Can,,"Life, spirit",Male,Turkish
Deniz,,Sea,Male,Turkish
Hakan,,"Ruler, leader",Male,Turkish
Murat,,"Desire, wish",Male,Turkish
Yasin,,Wealthy,Male,Turkish
Mehmet,,Praiseworthy,Male,Turkish
Mustafa,,Chosen one,Male,Turkish
Ömer,,Long-lived,Male,Turkish
Erkan,,"Brave, honest man",Male,Turkish
İbrahim,,Father of nations,Male,Turkish
Yusuf,,God increases,Male,Turkish
Kerem,,"Noble, generous",Male,Turkish
Levent,,"Good-looking, brave",Male,Turkish
Mete,,Brave warrior,Male,Turkish
Selim,,"Safe, peaceful",Male,Turkish
Oğuz,,"Strong, warrior",Male,Turkish
Cengiz,,Fearless warrior,Male,Turkish
Sinan,,Spearhead,Male,Turkish
Burak,,Lightning,Male,Turkish
Alper,,Brave and noble,Male,Turkish
Tarkan,,Heroic leader,Male,Turkish
Serkan,,Noble-headed,Male,Turkish
Erdem,,"Virtue, morality",Male,Turkish
Volkan,,Volcano,Male,Turkish
Eren,,"Saint, holy person",Male,Turkish
Kaan,,"Ruler, king",Male,Turkish
Serdar,,Commander,Male,Turkish
Halil,,Friend of God,Male,Turkish
Taner,,Born at dawn,Male,Turkish
Gökhan,,Sky ruler,Male,Turkish
Tolga,,"Helmet, protector",Male,Turkish
Kemal,,"Perfection, maturity",Male,Turkish
Mert,,"Brave, manly",Male,Turkish
Bora,,"Storm, gale",Male,Turkish
Fikret,,Thoughtful,Male,Turkish
Cem,,Universe,Male,Turkish
Uğur,,"Good fortune, luck",Male,Turkish
Ferhat,,"Lover, passionate man",Male,Turkish
İsmail,,God will hear,Male,Turkish
Enes,,"Human being, friend",Male,Turkish
Onur,,"Honor, pride",Male,Turkish
Bülent,,"Tall, high",Male,Turkish
Sefa,,"Pleasure, delight",Male,Turkish
Fatih,,Conqueror,Male,Turkish
Burhan,,"Proof, evidence",Male,Turkish
Aykut,,Moon glory,Male,Turkish
Cihan,,"Universe, world",Male,Turkish
Tuncay,,Bronze moon,Male,Turkish
Eray,,Brave moon,Male,Turkish
Orhan,,Great leader,Male,Turkish
Selçuk,,Leader of the Seljuks,Male,Turkish
Tarık,,"Morning star, conqueror",Male,Turkish
Zafer,,Victory,Male,Turkish
Utku,,Triumph,Male,Turkish
İlker,,First man,Male,Turkish
Koray,,Ember moon,Male,Turkish
Ozan,,"Bard, poet",Male,Turkish
Umut,,Hope,Male,Turkish
Ertuğrul,,"Warrior, brave man",Male,Turkish
Osman,,Divine protector,Male,Turkish
Batuhan,,Strong ruler,Male,Turkish
Yiğit,,"Brave, strong",Male,Turkish
Alp,,"Brave, hero",Male,Turkish
Tamer,,Iron king,Male,Turkish
Haldun,,"Ancient, eternal",Male,Turkish
Süleyman,,Man of peace,Male,Turkish
Arda,,"Clear, pure",Male,Turkish
Caner,,"Friend, lover",Male,Turkish
Salih,,"Good, virtuous",Male,Turkish
Tunç,,Bronze,Male,Turkish
Orçun,,Mighty,Male,Turkish
Ergin,,"Mature, accomplished",Male,Turkish
Gökmen,,Sky-born,Male,Turkish
Talha,,Fruit-bearing tree,Male,Turkish
Yunus,,"Dove, peaceful man",Male,Turkish
Haydar,,"Lion, brave man",Male,Turkish
Furkan,,Criterion between right and wrong,Male,Turkish
Bahadır,,Hero,Male,Turkish
Bekir,,"Early, first",Male,Turkish
Akın,,"Raid, invasion",Male,Turkish
Berat,,"Innocence, clearance",Male,Turkish
Ayhan,,King of the moon,Male,Turkish
Tolgahan,,Helmeted ruler,Male,Turkish
Timur,,"Iron, strong",Male,Turkish
İrfan,,"Knowledge, wisdom",Male,Turkish
Engin,,"Vast, profound",Male,Turkish
Kadir,,"Powerful, capable",Male,Turkish
Melih,,Handsome,Male,Turkish
Baran,,Rain,Male,Turkish
Özgür,,"Free, independent",Male,Turkish
Rıza,,"Contentment, satisfaction",Male,Turkish
Abdulkadir,,Servant of the capable,Male,Turkish
Mahmut,,Praised,Male,Turkish
İlyas,,Prophet Elias,Male,Turkish
Rasim,,"Calm, composed",Male,Turkish
Cevdet,,"Firm, strong",Male,Turkish
Nejat,,Salvation,Male,Turkish
Vural,,"Fighter, wrestler",Male,Turkish
Tayfun,,Typhoon,Male,Turkish
Fuat,,"Heart, core",Male,Turkish
Rauf,,Compassionate,Male,Turkish
Samet,,"Eternal, everlasting",Male,Turkish
Cenk,,Battle,Male,Turkish
Hayri,,"Beneficent, good",Male,Turkish
Veysel,,Loyal,Male,Turkish
Ercan,,Brave soul,Male,Turkish
Tarhan,,"Lord, noble",Male,Turkish
Edip,,Well-mannered,Male,Turkish
Mutlu,,"Happy, joyful",Male,Turkish
Çetin,,"Tough, resilient",Male,Turkish
Anıl,,"Remembered, memorable",Male,Turkish
Önal,,"Leader, prominent",Male,Turkish
Ekrem,,"Generous, noble",Male,Turkish
Aylin,,Moonlight,Female,Turkish
Elif,,"Slim, tall",Female,Turkish
Sibel,,Droplet,Female,Turkish
Fatma,,To abstain,Female,Turkish
Zeynep,,Precious gem,Female,Turkish
Emine,,"Trustworthy, reliable",Female,Turkish
Derya,,"Sea, ocean",Female,Turkish
Gül,,Rose,Female,Turkish
Ayşe,,"Living, lively",Female,Turkish
Leyla,,"Night, dark beauty",Female,Turkish
Fadime,,To abstain,Female,Turkish
Hacer,,Stone,Female,Turkish
Merve,,"Pebble, small stone",Female,Turkish
Aslı,,"Genuine, pure",Female,Turkish
Nehir,,River,Female,Turkish
Melis,,Honeybee,Female,Turkish
Sevgi,,Love,Female,Turkish
Hümeyra,,Reddish,Female,Turkish
Esra,,"Quick, swift",Female,Turkish
İpek,,Silk,Female,Turkish
Nermin,,"Soft, delicate",Female,Turkish
Yasemin,,Jasmine flower,Female,Turkish
Banu,,"Lady, princess",Female,Turkish
Gülçin,,Rose gatherer,Female,Turkish
Çiğdem,,Crocus flower,Female,Turkish
Zehra,,"Bright, radiant",Female,Turkish
Aysun,,As beautiful as the moon,Female,Turkish
Belgin,,"Clear, bright",Female,Turkish
Gülsüm,,Rose-faced,Female,Turkish
Nergis,,Narcissus flower,Female,Turkish
Hande,,"Cheerful, laughing",Female,Turkish
Melek,,Angel,Female,Turkish
Figen,,Fig tree,Female,Turkish
Nur,,Light,Female,Turkish
Şirin,,"Sweet, cute",Female,Turkish
Özge,,"Different, unique",Female,Turkish
Ceylan,,Gazelle,Female,Turkish
Gönül,,"Heart, soul",Female,Turkish
Rabia,,Fourth-born,Female,Turkish
Şule,,"Flame, light",Female,Turkish
Gülay,,Moon-like rose,Female,Turkish
Sevil,,Loved,Female,Turkish
Pelin,,"Wormwood, herbal plant",Female,Turkish
Ebru,,"Marbled paper, artistic",Female,Turkish
Tuba,,A tree in paradise,Female,Turkish
Filiz,,"Sprout, bud",Female,Turkish
Lale,,Tulip,Female,Turkish
Dilara,,Beloved,Female,Turkish
Suna,,Graceful like a swan,Female,Turkish
Nihan,,"Secret, hidden",Female,Turkish
Sevim,,"Loveable, charming",Female,Turkish
Burcu,,Fragrance,Female,Turkish
Arzu,,Desire,Female,Turkish
Betül,,"Pure, virtuous",Female,Turkish
Yıldız,,Star,Female,Turkish
Zeliha,,Water woman,Female,Turkish
Büşra,,Good news,Female,Turkish
Gülten,,Rose-skinned,Female,Turkish
Duygu,,"Emotion, feeling",Female,Turkish
Handan,,"Smiling, happy",Female,Turkish
Pınar,,"Spring, source of water",Female,Turkish
Şebnem,,Dewdrop,Female,Turkish
İnci,,Pearl,Female,Turkish
Songül,,Last rose,Female,Turkish
Canan,,"Beloved, darling",Female,Turkish
İrem,,Garden in paradise,Female,Turkish
Alev,,Flame,Female,Turkish
Sema,,Sky,Female,Turkish
Güzide,,"Select, distinguished",Female,Turkish
Şeyma,,Marked with beauty,Female,Turkish
Nadide,,"Rare, precious",Female,Turkish
Süheyla,,Easily inclined,Female,Turkish
Ayten,,With moon-like skin,Female,Turkish
Şafak,,Dawn,Female,Turkish
Naz,,"Coy, coquettish",Female,Turkish
Seda,,"Voice, echo",Female,Turkish
Reyhan,,Sweet basil,Female,Turkish
Elvan,,Colorful,Female,Turkish
Dicle,,Tigris river,Female,Turkish
Feride,,"Unique, peerless",Female,Turkish
Nurten,,Bright-skinned,Female,Turkish
Aydan,,From the moon,Female,Turkish
Jale,,Dew,Female,Turkish
Belma,,"Calm, peaceful",Female,Turkish
Serra,,"Smooth, easy",Female,Turkish
Gülşah,,Queen of roses,Female,Turkish
Füsun,,"Fascination, enchantment",Female,Turkish
Xivindi,,Freedom,Male,Tsonga
Vusimuzi,,Hope,Male,Tsonga
Nhlanhla,,Luck,Male,Tsonga
Mbuya,,"Ancestor, elder",Male,Tsonga
Tihlale,,"Peaceful, calm",Male,Tsonga
Shikomba,,"Brave, courageous",Male,Tsonga
Mudzimu,,"Spirit, soul",Male,Tsonga
Vusimu,,"Newness, renewal",Male,Tsonga
Lwazeni,,Prosperous,Male,Tsonga
Phindile,,"Return, come back",Male,Tsonga
Nhlangani,,Hard worker,Male,Tsonga
Giyani,,Happiness,Male,Tsonga
Xikombiso,,Reward,Male,Tsonga
Tiko,,Blessing,Male,Tsonga
Zandile,,Increase,Male,Tsonga
Nyiko,,Gift,Male,Tsonga
Rixaka,,"Hopeful, optimistic",Male,Tsonga
Xihlawulani,,"Bravery, strength",Male,Tsonga
Rirhandzu,,Love,Male,Tsonga
Lufuno,,Love,Male,Tsonga
Ntsako,,Happiness,Male,Tsonga
Khumbula,,Remember,Male,Tsonga
Vusimuzi,,New beginning,Male,Tsonga
Mhakwe,,Prosperity,Male,Tsonga
Siphosenkosi,,God is our refuge,Male,Tsonga
Zwelihle,,Good country,Male,Tsonga
Ngwana,,Child,Male,Tsonga
Goma,,Strong,Male,Tsonga
Bheki,,Protection,Male,Tsonga
Ncube,,"Small, little",Male,Tsonga
Xihluleki,,Survivor,Male,Tsonga
Mahlangu,,Victorious,Male,Tsonga
Shilangwa,,Peaceful life,Male,Tsonga
Dhlamini,,Brave,Male,Tsonga
Thembinkosi,,Trust in God,Male,Tsonga
Nkateko,,Blessing,Male,Tsonga
Tiya,,One who is chosen,Male,Tsonga
Ximbeni,,Protector,Male,Tsonga
Kutulwa,,Blessed,Male,Tsonga
Msebenzi,,Hard work,Male,Tsonga
Thokozani,,Rejoice,Male,Tsonga
Jabulani,,Rejoice,Male,Tsonga
Msweli,,Courageous,Male,Tsonga
Tiyise,,It is good,Male,Tsonga
Sibusiso,,Blessing,Male,Tsonga
Ndabezinhle,,Bringer of good news,Male,Tsonga
Xidzedzi,,Humble,Male,Tsonga
Phephisani,,"Brightness, light",Male,Tsonga
Mthunzi,,Shadow,Male,Tsonga
Sanele,,Enough,Male,Tsonga
Nkululeko,,Freedom,Male,Tsonga
Tsakani,,Success,Male,Tsonga
Tembani,,Hopeful,Male,Tsonga
Sibonelo,,We have seen,Male,Tsonga
Ntombela,,Little girl,Male,Tsonga
Xilulami,,Fortunate,Male,Tsonga
Khabzela,,Humble,Male,Tsonga
Nhlanhla,,Lucky,Male,Tsonga
Makhosi,,Chief,Male,Tsonga
Thokozani,,Happiness,Male,Tsonga
Mashudu,,Reward,Male,Tsonga
Tinashe,,God is with us,Male,Tsonga
Mvuso,,Revival,Male,Tsonga
Shingirayi,,Praise,Male,Tsonga
Xiyeni,,Good fortune,Male,Tsonga
Tlaleng,,We are happy,Male,Tsonga
Ndumiso,,Comfort,Male,Tsonga
Vusi,,Blessing,Male,Tsonga
Shibani,,Truth,Male,Tsonga
Vusimuzi,,Hope,Female,Tsonga
Nhlanhla,,Luck,Female,Tsonga
Tihale,,Peaceful,Female,Tsonga
Shikomba,,Brave,Female,Tsonga
Mudzimu,,Spirit,Female,Tsonga
Lwazeni,,Prosperous,Female,Tsonga
Phindile,,Return,Female,Tsonga
Giyani,,Happiness,Female,Tsonga
Xikombiso,,Reward,Female,Tsonga
Zandile,,Increase,Female,Tsonga
Nyiko,,Gift,Female,Tsonga
Rixaka,,"Hopeful, optimistic",Female,Tsonga
Xihlawulani,,"Bravery, strength",Female,Tsonga
Rirhandzu,,Love,Female,Tsonga
Lufuno,,Love,Female,Tsonga
Ntsako,,Happiness,Female,Tsonga
Khumbula,,Remember,Female,Tsonga
Mhakwe,,Prosperity,Female,Tsonga
Siphosenkosi,,God is our refuge,Female,Tsonga
Zwelihle,,Good country,Female,Tsonga
Ngwana,,Child,Female,Tsonga
Goma,,Strong,Female,Tsonga
Bheki,,Protection,Female,Tsonga
Ncube,,"Small, little",Female,Tsonga
Xihluleki,,Survivor,Female,Tsonga
Mahlangu,,Victorious,Female,Tsonga
Shilangwa,,Peaceful life,Female,Tsonga
Dhlamini,,Brave,Female,Tsonga
Thembinkosi,,Trust in God,Female,Tsonga
Nkateko,,Blessing,Female,Tsonga
Tiya,,One who is chosen,Female,Tsonga
Ximbeni,,Protector,Female,Tsonga
Kutulwa,,Blessed,Female,Tsonga
Msebenzi,,Hard work,Female,Tsonga
Thokozani,,Rejoice,Female,Tsonga
Jabulani,,Rejoice,Female,Tsonga
Msweli,,Courageous,Female,Tsonga
Tiyise,,It is good,Female,Tsonga
Sibusiso,,Blessing,Female,Tsonga
Ndabezinhle,,Bringer of good news,Female,Tsonga
Xidzedzi,,Humble,Female,Tsonga
Phephisani,,"Brightness, light",Female,Tsonga
Mthunzi,,Shadow,Female,Tsonga
Sanele,,Enough,Female,Tsonga
Nkululeko,,Freedom,Female,Tsonga
Tsakani,,Success,Female,Tsonga
Tembani,,Hopeful,Female,Tsonga
Sibonelo,,We have seen,Female,Tsonga
Ntombela,,Little girl,Female,Tsonga
Xilulami,,Fortunate,Female,Tsonga
Khabzela,,Humble,Female,Tsonga
Nhlanhla,,Lucky,Female,Tsonga
Makhosi,,Chief,Female,Tsonga
Thokozani,,Happiness,Female,Tsonga
Mashudu,,Reward,Female,Tsonga
Tinashe,,God is with us,Female,Tsonga
Mvuso,,Revival,Female,Tsonga
Shingirayi,,Praise,Female,Tsonga
Xiyeni,,Good fortune,Female,Tsonga
Tlaleng,,We are happy,Female,Tsonga
Ndumiso,,Comfort,Female,Tsonga
Vusi,,Blessing,Female,Tsonga
Shibani,,Truth,Female,Tsonga
Tanyaradzwa,,We have heard,Female,Tsonga
Dineo,,Gift,Female,Tsonga
Sipho,,Gift,Female,Tsonga
Thabiso,,We are thankful,Female,Tsonga
Kagiso,,Peace,Male,Tswana
Thabo,,Joy,Male,Tswana
Tshepo,,Hope,Male,Tswana
Lerato,,Love,Male,Tswana
Tumelo,,Faith,Male,Tswana
Mpho,,Gift,Male,Tswana
Boitumelo,,Happiness,Male,Tswana
Kgosi,,Chief,Male,Tswana
Motsamai,,Trustworthy,Male,Tswana
Dineo,,Gift,Male,Tswana
Thapelo,,Prayer,Male,Tswana
Otsile,,Is there,Male,Tswana
Tshegofatso,,Blessing,Male,Tswana
Keabetswe,,We have been given,Male,Tswana
Kabelo,,Given,Male,Tswana
Motheo,,Foundation,Male,Tswana
Olebogeng,,Be grateful,Male,Tswana
Pheto,,Good things,Male,Tswana
Teboho,,Gratitude,Male,Tswana
Kgomotso,,Comfort,Male,Tswana
Ofentse,,To comfort,Male,Tswana
Morake,,The one who heals,Male,Tswana
Wesi,,Joyful,Male,Tswana
Kgopedi,,Comfort,Male,Tswana
Masego,,Blessings,Male,Tswana
Mokgadi,,The one who is wise,Male,Tswana
Tshepiso,,Hope,Male,Tswana
Philemon,,Helper,Male,Tswana
Mmakgabo,,Our pride,Male,Tswana
Bokang,,Be thankful,Male,Tswana
Lerato,,Love,Male,Tswana
Abednego,,Servant of God,Male,Tswana
Lethabo,,Joyful,Male,Tswana
Keitumetse,,We have found,Male,Tswana
Gosego,,Peace,Male,Tswana
Moruti,,Teacher,Male,Tswana
Tshegofatso,,Blessing,Male,Tswana
Otsile,,Is there,Male,Tswana
Sello,,Healer,Male,Tswana
Mmapula,,Our blessings,Male,Tswana
Pako,,Protection,Male,Tswana
Kgomotso,,Comfort,Male,Tswana
Mmoloki,,Healer,Male,Tswana
Phemelo,,Reward,Male,Tswana
Tsholofelo,,Patience,Male,Tswana
Thabiso,,We are thankful,Male,Tswana
Refilwe,,Given,Male,Tswana
Themba,,Trust,Male,Tswana
Mapaseka,,Abundant blessings,Male,Tswana
Tshiamo,,Mercy,Male,Tswana
Bontle,,Beauty,Male,Tswana
Mogomotsi,,Comfort,Male,Tswana
Mpolokeng,,Victorious,Male,Tswana
Mokgadi,,Wise,Male,Tswana
Keabetswe,,We have received,Male,Tswana
Kgaogelo,,Patience,Male,Tswana
Leago,,Blessing,Male,Tswana
Keletso,,Trust,Male,Tswana
Tumisang,,We are thankful,Male,Tswana
Kgomotso,,Comfort,Male,Tswana
Tlhokomelo,,Protection,Male,Tswana
Thapelo,,Prayer,Male,Tswana
Oagile,,Be strong,Male,Tswana
Nthabiseng,,Rejoice,Male,Tswana
Mokgadi,,Wise,Male,Tswana
Tshepo,,Hope,Male,Tswana
Matlhogonolo,,Patience,Male,Tswana
Moemedi,,Redeemer,Male,Tswana
Tshegofatso,,Blessing,Male,Tswana
Bokang,,Be thankful,Male,Tswana
Keabetswe,,We have received,Male,Tswana
Mpho,,Gift,Male,Tswana
Thato,,Destiny,Male,Tswana
Teboho,,Gratitude,Male,Tswana
Leungo,,Blessing,Male,Tswana
Kago,,Plant,Male,Tswana
Olebogeng,,Be grateful,Male,Tswana
Tumelo,,Faith,Male,Tswana
Pheto,,Good things,Male,Tswana
Thapelo,,Prayer,Male,Tswana
Masedi,,Harvest,Male,Tswana
Tshepiso,,Hope,Male,Tswana
Lethabo,,Joyful,Male,Tswana
Mapaseka,,Abundant blessings,Male,Tswana
Refilwe,,Given,Male,Tswana
Bontle,,Beauty,Male,Tswana
Oagile,,Be strong,Male,Tswana
Kgosi,,Chief,Male,Tswana
Keitumetse,,We have found,Male,Tswana
Kelebogile,,Patience,Male,Tswana
Thabiso,,We are thankful,Male,Tswana
Kgomotso,,Comfort,Male,Tswana
Dineo,,Gift,Male,Tswana
Katlego,,Success,Male,Tswana
Nthabiseng,,Rejoice,Male,Tswana
Themba,,Trust,Male,Tswana
Thapelo,,Prayer,Male,Tswana
Thabisa,,Joy,Male,Tswana
Tshegofatso,,Blessing,Male,Tswana
Boitumelo,,Happiness,Male,Tswana
Kgosi,,Chief,Male,Tswana
Tshepo,,Hope,Male,Tswana
Refilwe,,Given,Male,Tswana
Mokgadi,,Wise,Male,Tswana
Mpho,,Gift,Male,Tswana
Themba,,Trust,Male,Tswana
Olebogeng,,Be grateful,Male,Tswana
Thabiso,,We are thankful,Male,Tswana
Tumelo,,Faith,Male,Tswana
Mapaseka,,Abundant blessings,Male,Tswana
Mokgadi,,The one who is wise,Male,Tswana
Gasego,,Peace,Male,Tswana
Refilwe,,Given,Male,Tswana
Kgalalelo,,Joy,Male,Tswana
Leago,,Blessing,Male,Tswana
Tshepo,,Hope,Male,Tswana
Thabiso,,We are thankful,Male,Tswana
Olebogeng,,Be grateful,Male,Tswana
Bokang,,Be thankful,Male,Tswana
Motheo,,Foundation,Male,Tswana
Refilwe,,Given,Male,Tswana
Thebe,,Shield,Male,Tswana
Bontle,,Beauty,Female,Tswana
Keitumetse,,I am satisfied,Female,Tswana
Tshegofatso,,Blessing,Female,Tswana
Lerato,,Love,Female,Tswana
Refilwe,,We have been given,Female,Tswana
Olebogeng,,Thank you,Female,Tswana
Mpho,,Gift,Female,Tswana
Thuto,,Education,Female,Tswana
Tlotlo,,"Honor, respect",Female,Tswana
Kagiso,,Peace,Female,Tswana
Thando,,Love,Female,Tswana
Dineo,,Gifts,Female,Tswana
Palesa,,Flower,Female,Tswana
Tshego,,Blessing,Female,Tswana
Boitumelo,,Joy,Female,Tswana
Keneilwe,,We are given,Female,Tswana
Naledi,,Star,Female,Tswana
Thapelo,,Prayer,Female,Tswana
Koketso,,"Growth, increase",Female,Tswana
Kgomotso,,Comfort,Female,Tswana
Tumelo,,Faith,Female,Tswana
Thabiso,,Joy,Female,Tswana
Katlego,,Success,Female,Tswana
Lesedi,,Light,Female,Tswana
Phenyo,,Victory,Female,Tswana
Teboho,,Gratitude,Female,Tswana
Matlhogonolo,,Blessings,Female,Tswana
Puseletso,,Return,Female,Tswana
Tebogo,,Thankful,Female,Tswana
Dimpho,,Gifts,Female,Tswana
Moipone,,I am thankful,Female,Tswana
Kago,,Growth,Female,Tswana
Lethabo,,Happiness,Female,Tswana
Masego,,Blessings,Female,Tswana
Phenyo,,Victory,Female,Tswana
Palesa,,Flower,Female,Tswana
Ofentse,,The conqueror,Female,Tswana
Tsholofelo,,Hope,Female,Tswana
Mpho,,Gift,Female,Tswana
Paballo,,Protection,Female,Tswana
Kelebogile,,Grateful,Female,Tswana
Lesego,,Blessing,Female,Tswana
Keabetswe,,We have been given,Female,Tswana
Tshepiso,,Promise,Female,Tswana
Kgomotso,,Comfort,Female,Tswana
Boikanyo,,Confidence,Female,Tswana
Tlotliso,,Honor,Female,Tswana
Modimo,,God,Female,Tswana
Lorato,,Love,Female,Tswana
Tshiamo,,"Goodness, mercy",Female,Tswana
Phetogo,,Change,Female,Tswana
Gontse,,Enough,Female,Tswana
Otshepeng,,Trust,Female,Tswana
Rethabile,,We are happy,Female,Tswana
Kabelo,,"Contribution, gift",Female,Tswana
Mmamphoso,,Mother of a gift,Female,Tswana
Itumeleng,,"Joy, happiness",Female,Tswana
Ontlametse,,The one who has been protected,Female,Tswana
Obakeng,,Give thanks,Female,Tswana
Lehumo,,Wealth,Female,Tswana
Naledi,,Star,Female,Tswana
Botlhale,,Wisdom,Female,Tswana
